Date,Open,High,Low,Close,Volume,AdjClose
2012-12-14,79.2828,79.9612,79.182,79.3797,13600,68.9009
2012-12-13,79.3312,79.8711,79.3312,79.3312,10900,68.8588
2012-12-12,79.5154,79.9515,79.3312,79.5251,15900,69.0271
2012-12-11,78.3135,79.748,78.2166,79.4863,17300,68.9935
2012-12-10,78.0228,78.5074,77.7533,78.3135,19400,67.9755
2012-12-07,78.0228,78.5142,77.3637,78.0712,11100,67.7652
2012-12-06,77.5382,78.2651,77.3928,77.8289,22000,67.5548
2012-12-05,77.5382,77.6835,76.9663,77.6835,7400,67.4286
2012-12-04,76.7337,77.5546,76.5903,77.0536,6300,66.8819
2012-12-03,77.0536,77.6225,76.9372,77.0536,14900,66.8819
2012-11-30,76.5786,77.2736,76.5786,76.9082,5700,66.7557
2012-11-29,76.9082,77.1892,76.472,76.7124,17000,66.5857
2012-11-28,75.7935,76.9082,75.5028,76.9082,8800,66.7557
2012-11-27,75.8129,76.2811,75.8129,76.1813,7600,66.1247
2012-11-26,75.6966,75.843,75.086,75.6966,9700,65.704
2012-11-23,75.5997,75.9011,75.0957,75.7935,15000,65.7881
2012-11-22,75.1626,75.5997,74.9435,75.5997,12500,65.6199
2012-11-21,74.9697,75.4156,74.8243,75.1054,16200,65.1909
2012-11-20,75.5997,76.4526,75.3089,75.9874,7800,65.9564
2012-11-19,74.7274,75.7935,74.5471,75.6482,7900,65.662
2012-11-16,74.7274,75.117,74.1459,74.6789,17700,64.8207
2012-11-15,75.3089,75.3089,74.5336,74.5336,12100,64.6945
2012-11-14,76.976,76.976,75.5028,75.6482,7800,65.662
2012-11-13,76.3751,77.4451,76.3751,76.9082,9600,66.7557
2012-11-12,77.0536,78.11,76.5689,76.85,11200,66.7052
2012-11-09,77.8289,78.11,76.4109,77.0536,9200,66.8819
2012-11-08,77.2959,79.9622,77.038,77.5866,45100,67.3445
2012-11-07,77.6448,78.3814,76.4042,76.4236,13500,66.3351
2012-11-06,76.976,77.9249,76.9566,77.8192,21800,67.5464
2012-11-05,76.6852,77.1117,76.3741,77.0051,9300,66.8398
2012-11-02,76.1328,77.732,76.0843,76.8112,23900,66.6715
2012-11-01,75.3574,76.3654,75.0308,75.9874,7300,65.9564
2012-10-31,74.8437,75.8439,74.8437,75.3574,8600,65.4096
2012-10-30,74.4366,75.1636,74.4366,74.9309,6800,65.0394
2012-10-29,74.6305,74.8301,74.456,74.582,6500,64.7366
2012-10-26,73.8066,75.1539,73.8066,74.8243,4500,64.9469
2012-10-25,74.3882,74.8999,73.8648,74.2913,5400,64.4842
2012-10-24,74.7274,74.834,73.797,74.3397,6700,64.5262
2012-10-23,75.6773,75.6773,74.2816,74.7274,13300,64.8628
2012-10-22,75.5997,76.1134,75.2624,75.2624,8900,65.3271
2012-10-19,76.3751,76.4953,75.4214,75.5997,14200,65.6199
2012-10-18,75.6966,76.8423,75.6966,76.3848,10200,66.3014
2012-10-17,75.212,75.8285,75.1151,75.6482,11000,65.662
2012-10-16,74.2728,75.3022,74.2253,75.1636,13600,65.2414
2012-10-15,73.8066,74.3882,73.6118,74.1459,9600,64.358
2012-10-12,74.3397,74.3901,73.5314,73.9714,19700,64.2066
2012-10-11,74.7274,75.1219,74.3882,74.3882,33200,64.5683
2012-10-10,75.8033,76.4458,75.3574,75.4059,7200,65.4517
2012-10-09,76.7143,76.7143,75.7451,75.8905,8800,65.8723
2012-10-08,77.2183,77.4994,76.2317,76.3266,11800,66.2509
2012-10-05,76.8694,78.0034,76.8694,77.5382,16400,67.3025
2012-10-04,76.9566,77.4412,76.5689,76.7628,18300,66.6295
2012-10-03,76.1376,76.9111,76.1376,76.5689,1400,66.4612
2012-10-02,75.7935,77.0061,75.5997,76.0359,15800,65.9985
2012-10-01,75.0376,76.4236,75.0182,75.8139,7700,65.8058
2012-09-28,76.5689,76.8016,74.9591,75.5222,9200,65.5526
2012-09-27,75.5997,76.1832,75.5629,75.9874,18600,65.9564
2012-09-26,76.5011,76.5011,75.1151,75.2702,25100,65.3339
2012-09-25,76.4332,77.3017,76.3848,76.3848,17900,66.3014
2012-09-24,76.3266,76.7192,76.3169,76.3266,12900,66.2509
2012-09-21,77.3928,77.8086,76.5689,76.7822,24600,66.6463
2012-09-20,76.2297,77.1834,76.1813,77.0536,12300,66.8819
2012-09-19,76.8791,77.102,76.3208,76.6174,12400,66.5033
2012-09-18,76.5689,76.8791,75.9021,76.5302,18800,66.4276
2012-09-17,76.3557,77.0536,76.3557,76.6174,23100,66.5033
2012-09-14,76.5689,77.4412,76.5689,76.7628,30100,66.6295
2012-09-13,75.8905,76.3848,75.3089,76.3848,29300,66.3014
2012-09-12,76.0553,77.1989,75.5997,75.9293,47300,65.906
2012-09-11,74.8243,76.0455,74.7478,75.842,21300,65.8302
2012-09-10,74.7371,75.5706,74.6799,74.9212,24500,65.031
2012-09-07,74.0974,75.2217,74.0974,74.7759,30900,64.9049
2012-09-06,72.692,74.4366,72.6823,73.8648,25700,64.114
2012-09-05,72.4109,73.353,72.0426,72.2753,7700,62.7344
2012-09-04,73.3647,73.4674,72.1202,72.2559,10400,62.7175
2012-09-03,72.5873,73.3608,72.5873,73.2251,10000,63.5588
2012-08-31,72.1105,73.3705,72.1105,72.9246,20200,63.2979
2012-08-30,72.2559,72.8694,72.062,72.2559,17900,62.7175
2012-08-29,72.5951,72.7909,72.1686,72.5951,8200,63.0119
2012-08-28,72.4982,73.2736,72.4982,72.5951,8600,63.0119
2012-08-27,72.0717,73.0361,71.9254,72.9634,8400,63.3316
2012-08-24,71.7713,72.4013,71.432,72.159,8800,62.6334
2012-08-23,72.5951,72.9828,71.529,71.529,23200,62.0866
2012-08-22,72.8859,72.8927,72.062,72.2074,12200,62.6754
2012-08-21,72.4206,73.2833,72.4206,73.0313,21200,63.3906
2012-08-20,72.2656,73.1669,72.159,72.5951,18600,63.0119
2012-08-17,71.8779,72.2598,71.7431,72.1105,11100,62.5913
2012-08-16,71.8197,71.8682,71.2091,71.7422,6500,62.2716
2012-08-15,71.6743,71.9166,71.2382,71.8197,3900,62.3389
2012-08-14,71.529,72.3586,71.4805,71.7228,11500,62.2548
2012-08-13,71.6259,72.4497,71.369,71.5774,13600,62.1286
2012-08-10,71.4805,72.1105,71.1413,71.6259,33300,62.1707
2012-08-09,71.7713,72.062,71.1442,71.6259,9900,62.1707
2012-08-08,71.2382,71.843,71.1897,71.6743,9900,62.2127
2012-08-07,70.6566,71.7713,70.6082,71.5968,40400,62.1454
2012-08-06,70.1236,71.3923,69.8396,70.5597,23200,61.2452
2012-08-03,67.1674,70.456,67.1674,70.269,42400,60.9929
2012-08-02,67.119,68.5273,65.8309,66.2467,25200,57.5016
2012-08-01,66.6925,67.686,66.6925,67.2644,11700,58.3849
2012-07-31,67.2159,67.4194,66.3281,66.7797,8200,57.9642
2012-07-30,65.3744,67.3904,65.1321,66.7797,15400,57.9642
2012-07-27,64.7347,65.7136,63.9438,65.6264,13800,56.9632
2012-07-26,63.8139,64.8277,62.5307,64.4051,37300,55.9031
2012-07-25,64.4536,66.3669,64.4536,65.9074,11000,57.2071
2012-07-24,65.2784,65.4926,64.5505,64.5505,15700,56.0293
2012-07-23,65.9074,66.3436,64.8587,65.3259,14700,56.7023
2012-07-20,67.4582,68.2598,66.7497,67.0996,13600,58.2419
2012-07-19,67.1384,68.1367,67.119,67.8265,10400,58.8728
2012-07-18,66.1788,67.119,66.0005,66.9348,9800,58.0989
2012-07-17,66.489,66.8263,65.8609,66.5859,12400,57.796
2012-07-16,65.9074,66.2854,65.6264,65.9268,5600,57.2239
2012-07-13,64.9382,66.0044,64.7444,66.0044,6200,57.2913
2012-07-12,65.1321,65.1321,64.2326,64.6959,9500,56.1555
2012-07-11,64.8897,65.3773,64.4536,65.229,7700,56.6182
2012-07-10,64.4536,65.4626,63.9496,64.7667,13700,56.217
2012-07-09,64.473,64.8035,64.0998,64.6474,9100,56.1134
2012-07-06,65.1999,65.8289,64.5505,64.7831,6500,56.2312
2012-07-05,65.1902,66.4677,64.9382,65.4228,9100,56.7864
2012-07-04,65.2396,65.6874,65.0002,65.5198,8200,56.8706
2012-07-03,65.3259,65.5198,64.4051,65.5198,9800,56.8706
2012-07-02,64.3567,65.5198,63.874,64.8607,14500,56.2986
2012-06-29,62.0305,64.251,62.0305,64.0368,18600,55.5834
2012-06-28,61.9724,62.0305,60.7705,61.1388,13300,53.068
2012-06-27,61.4005,61.9821,60.6736,61.9821,11400,53.80
2012-06-26,62.4182,62.4764,60.2472,61.5944,22500,53.4634
2012-06-25,63.3778,63.7024,61.9433,62.1759,16400,53.9682
2012-06-22,64.1919,64.3334,63.5319,63.7751,5700,55.3563
2012-06-21,65.1321,65.2135,64.3567,64.4051,13400,55.9031
2012-06-20,64.7444,65.4228,64.6474,65.1805,10300,56.5761
2012-06-19,63.9302,65.1359,63.8817,65.1321,11400,56.5341
2012-06-18,65.5004,65.5391,63.9341,64.0368,14200,55.5834
2012-06-15,63.339,64.5505,63.0986,64.4051,15600,55.9031
2012-06-14,62.6702,63.0424,62.1178,62.9998,12700,54.6833
2012-06-13,63.8236,64.1919,62.4405,62.9998,7000,54.6833
2012-06-12,62.7671,64.314,62.7371,63.8236,7900,55.3984
2012-06-11,64.8316,64.8316,63.0909,63.2421,10300,54.8936
2012-06-08,62.6024,63.4747,62.4279,63.4747,9600,55.0955
2012-06-07,63.3778,63.8721,62.709,63.3875,5400,55.0198
2012-06-06,62.9513,63.2905,62.1837,63.0976,19300,54.7682
2012-06-05,62.7284,62.8059,61.7262,62.4667,19900,54.2206
2012-06-04,62.1759,62.8301,62.0402,62.3213,26700,54.0944
2012-06-01,64.347,64.4536,62.3038,62.8059,20700,54.515
2012-05-31,65.3162,65.3744,63.967,64.8413,13800,56.2817
2012-05-30,66.3921,66.3921,65.1805,65.4228,6800,56.7864
2012-05-29,66.3436,67.0434,65.9724,66.3824,10500,57.6194
2012-05-28,66.8767,67.1674,66.0422,66.0528,5300,57.3333
2012-05-25,65.5207,66.7856,65.5207,66.4221,18700,57.6538
2012-05-24,64.5505,65.4093,63.9583,64.9382,10000,56.3658
2012-05-23,64.6474,65.0439,64.0659,64.3082,10800,55.819
2012-05-22,65.1708,65.7562,64.7356,65.5198,13000,56.8706
2012-05-21,63.9302,64.7153,63.6278,64.6474,11300,56.1134
2012-05-18,63.1451,64.3179,63.0482,63.8721,28000,55.4405
2012-05-17,64.5505,64.6959,63.7751,63.8721,3700,55.4405
2012-05-16,63.969,64.9702,63.6666,64.4051,14200,55.9031
2012-05-15,65.1321,65.5973,63.9409,64.4536,14600,55.9452
2012-05-14,65.6458,65.6458,64.41,65.1805,12100,56.5761
2012-05-11,65.4228,66.2951,64.7444,65.762,14200,57.0809
2012-05-10,65.0836,65.9714,64.9789,65.859,9700,57.1651
2012-05-09,64.6474,65.0855,64.0174,64.9382,11100,56.3658
2012-05-08,65.6651,65.762,64.1657,64.4148,26000,55.9115
2012-05-07,64.6087,65.5837,63.969,65.4713,34300,56.8285
2012-05-04,66.6731,66.6848,65.4267,65.5198,24700,56.8706
2012-05-03,67.0317,67.8633,66.5859,66.5859,11400,57.796
2012-05-02,68.4274,68.5147,66.5558,67.1674,18900,58.3007
2012-05-01,68.0397,68.0397,68.0397,68.0397,000,59.0579
2012-04-30,68.66,68.8636,67.8459,68.0397,9000,59.0579
2012-04-27,67.7005,68.9004,67.369,68.6116,14300,59.5543
2012-04-26,68.3305,68.5922,67.4582,67.9913,11300,59.0159
2012-04-25,67.119,69.0574,67.0705,68.2627,43500,59.2515
2012-04-24,67.0705,67.8459,66.5704,67.652,29100,58.7214
2012-04-23,68.3305,68.3305,66.489,67.1093,33100,58.2503
2012-04-20,67.5551,68.5728,67.0317,68.1851,19500,59.1841
2012-04-19,69.1931,69.2803,67.2799,67.5551,30700,58.6373
2012-04-18,70.6566,70.8505,68.8151,68.8733,16400,59.7815
2012-04-17,68.6213,70.8505,68.0049,70.647,37500,61.321
2012-04-16,69.387,70.0092,68.6843,69.8328,14800,60.6143
2012-04-13,70.802,70.8098,69.1059,69.4936,18400,60.3199
2012-04-12,70.9474,71.4097,70.363,70.5597,9900,61.2452
2012-04-11,70.1585,71.2382,70.1149,70.802,6600,61.4556
2012-04-10,70.269,71.432,69.6516,70.0257,41300,60.7817
2012-04-09,71.6259,71.6259,71.6259,71.6259,000,62.1707
2012-04-06,71.6259,71.6259,71.6259,71.6259,000,62.1707
2012-04-05,72.1105,72.3072,70.7148,71.6259,36500,62.1707
2012-04-04,72.6436,72.9828,71.3584,71.8197,14400,62.3389
2012-04-03,74.3882,74.5694,73.0797,73.1766,10300,63.5167
2012-04-02,73.3705,74.4076,72.944,74.3785,20300,64.5599
2012-03-30,72.9343,73.4674,72.8975,73.3705,6900,63.685
2012-03-29,73.2251,73.5614,72.1105,72.4982,38000,62.9278
2012-03-28,74.1943,74.3969,73.0797,73.1282,20700,63.4747
2012-03-27,75.212,75.212,74.2428,74.3882,23400,64.5683
2012-03-26,75.086,75.2576,74.2428,74.8728,10800,64.989
2012-03-23,75.3574,75.5997,74.3688,75.0666,11100,65.1572
2012-03-22,75.8905,76.3266,74.6305,75.3574,18300,65.4096
2012-03-21,76.0359,76.6125,75.2808,76.094,15200,66.049
2012-03-20,76.6271,76.6271,75.8439,76.0843,14900,66.0405
2012-03-19,77.1989,77.1989,76.0843,76.9179,23600,66.7641
2012-03-16,76.094,77.4102,75.9874,76.9566,29200,66.7977
2012-03-15,74.1459,76.472,74.1071,76.1813,57800,66.1247
2012-03-14,73.8066,74.3397,73.6613,74.1943,29100,64.40
2012-03-13,72.8374,74.0974,72.6222,73.8066,30200,64.0635
2012-03-12,72.2171,72.6823,72.1725,72.6823,30400,63.0876
2012-03-09,72.4788,72.8035,72.1648,72.3819,10100,62.8269
2012-03-08,71.4805,72.5108,71.2867,72.062,9100,62.5492
2012-03-07,69.8813,71.2867,69.8813,71.2867,13000,61.8763
2012-03-06,71.7228,71.7228,69.7591,70.0664,46300,60.8171
2012-03-05,72.3043,72.6203,71.529,71.7228,9600,62.2548
2012-03-02,73.1863,73.2542,72.4526,72.4982,9500,62.9278
2012-03-01,72.5369,73.2736,72.44,73.1766,20800,63.5167
2012-02-29,72.8374,73.5207,72.4497,72.8374,78200,63.2223
2012-02-28,72.2074,72.9925,72.0271,72.5466,11200,62.9699
2012-02-27,72.3043,72.3043,71.6976,71.8488,8800,62.3642
2012-02-24,72.7889,72.9343,72.2171,72.692,8700,63.0961
2012-02-23,72.2559,73.2135,71.9709,72.3916,19500,62.8353
2012-02-22,72.4013,73.2348,72.2636,72.3528,14400,62.8016
2012-02-21,72.6436,73.419,72.4013,72.4013,14400,62.8437
2012-02-20,72.4982,73.1495,72.159,72.7017,20100,63.1045
2012-02-17,72.0426,72.5621,71.4514,72.2074,10300,62.6754
2012-02-16,70.7536,72.1512,70.5704,72.1105,18300,62.5913
2012-02-15,72.4013,72.4013,71.2353,71.529,20700,62.0866
2012-02-14,71.8585,72.7337,71.3933,71.6743,14400,62.2127
2012-02-13,72.6436,72.8374,71.9166,72.3043,20200,62.7595
2012-02-10,72.9828,72.9828,71.2382,71.9428,21800,62.4458
2012-02-09,72.9343,73.7136,72.1822,73.1766,29800,63.5167
2012-02-08,73.6613,74.4395,73.5159,73.952,20900,64.1897
2012-02-07,73.419,73.701,72.8374,73.6273,21000,63.9079
2012-02-06,73.0022,73.733,72.8859,73.196,30100,63.5335
2012-02-03,72.1105,73.8115,71.3729,73.293,58100,63.6177
2012-02-02,70.9959,72.2074,70.9193,72.0426,57700,62.5324
2012-02-01,69.9007,71.4514,69.5023,70.9474,29400,61.5818
2012-01-31,70.5306,70.7536,69.6516,69.9007,27100,60.6732
2012-01-30,70.1526,70.8505,69.7843,70.0266,15800,60.7825
2012-01-27,71.1413,71.2867,70.4143,70.647,29900,61.321
2012-01-26,71.8682,71.9166,70.363,71.1413,67200,61.7501
2012-01-25,72.4982,72.692,70.8476,71.7034,65500,62.238
2012-01-24,74.6305,75.0085,72.692,74.8631,139200,62.3766
2012-01-23,75.9874,76.3237,74.9406,76.1813,46300,63.4749
2012-01-20,75.842,76.1328,75.3225,75.7839,50600,63.1438
2012-01-19,76.0843,76.1221,75.0153,75.842,26000,63.1922
2012-01-18,75.0666,75.9477,74.6305,75.9477,15200,63.2803
2012-01-17,74.0102,75.1926,73.9714,74.9988,101000,62.4896
2012-01-16,72.8568,73.8551,72.7405,73.8551,19300,61.5367
2012-01-13,73.7582,74.2428,72.6174,72.7889,43000,60.6483
2012-01-12,73.322,74.1265,72.8229,73.2745,16100,61.0529
2012-01-11,72.9343,73.7776,72.692,73.322,17800,61.0925
2012-01-10,73.4286,73.6613,71.5929,73.3899,66600,61.1491
2012-01-09,73.5643,74.079,72.9828,73.7989,18600,61.4899
2012-01-06,73.763,74.6411,73.0768,74.0974,40100,61.7386
2012-01-05,74.049,74.049,73.166,73.9036,35100,61.5771
2012-01-04,73.952,74.7497,73.4635,73.952,23000,61.6174
2012-01-03,73.1766,74.7051,73.1766,74.2428,32000,61.8597
2012-01-02,71.9651,73.4829,71.5774,73.0894,21400,60.8987
2011-12-30,71.3157,71.6472,70.9116,71.5619,4500,59.626
2011-12-29,70.2205,71.3836,70.1333,71.2275,7000,59.3474
2011-12-28,70.802,71.529,70.0848,70.3174,12200,58.5891
2011-12-27,70.9862,71.0443,70.4841,70.9474,9000,59.114
2011-12-26,70.7051,70.7051,70.7051,70.7051,000,58.9121
2011-12-23,70.899,70.9959,70.1914,70.7051,7600,58.9121
2011-12-22,69.9782,70.7642,69.7456,70.5403,12100,58.7748
2011-12-21,71.0443,71.684,69.6138,69.9297,15900,58.266
2011-12-20,69.2173,70.8408,68.5728,70.5694,12100,58.799
2011-12-19,68.6891,70.1139,68.4371,69.0865,10200,57.5635
2011-12-16,69.7843,69.8619,68.8151,68.975,8000,57.4706
2011-12-15,69.4936,70.3562,69.1999,69.2513,26900,57.7008
2011-12-14,70.5113,70.8311,69.6293,70.0266,13200,58.3468
2011-12-13,70.899,71.78,70.3019,71.1122,7700,59.2513
2011-12-12,72.9343,72.9343,70.1333,70.3174,17200,58.5891
2011-12-09,70.4628,72.692,70.1236,72.5369,22800,60.4384
2011-12-08,73.448,73.5643,70.7536,71.1122,22400,59.2513
2011-12-07,73.8066,74.74,71.9166,73.0313,19600,60.8503
2011-12-06,73.0313,74.0063,72.5273,73.3705,22400,61.1329
2011-12-05,72.7889,74.0974,72.7889,73.3705,17000,61.1329
2011-12-02,72.4982,73.7097,72.4206,72.6533,21300,60.5353
2011-12-01,72.9343,73.0313,71.2479,72.1105,20100,60.0831
2011-11-30,69.2028,73.3705,68.9896,72.2268,21900,60.18
2011-11-29,69.29,70.269,68.7182,69.6874,16200,58.0641
2011-11-28,67.6908,69.2997,67.3322,69.0574,17800,57.5392
2011-11-25,65.8105,66.993,64.7444,66.2467,14500,55.1973
2011-11-24,66.3436,66.8767,65.1514,65.7911,14100,54.8177
2011-11-23,66.0044,67.9331,65.9171,66.1982,21600,55.1569
2011-11-22,68.4274,68.7279,66.9736,67.5164,25000,56.2552
2011-11-21,69.4839,69.542,67.6036,67.9428,21000,56.6105
2011-11-18,69.9297,71.4417,69.6583,69.8813,17400,58.2257
2011-11-17,70.4143,71.529,69.6777,70.1236,11700,58.4276
2011-11-16,70.3174,71.8779,70.0363,71.0637,16800,59.2109
2011-11-15,70.5597,71.7713,69.6874,71.7713,17300,59.8005
2011-11-14,72.3043,72.6823,70.7536,70.8505,16700,59.0332
2011-11-11,70.7536,71.9263,69.6583,71.7034,23400,59.7439
2011-11-10,68.3305,71.2867,67.8459,70.3659,33100,58.6295
2011-11-09,72.3043,72.3043,69.0671,69.4936,21500,57.9027
2011-11-08,71.1897,72.314,70.7342,71.8973,15100,59.9054
2011-11-07,72.2074,72.2074,69.639,70.8214,27200,59.009
2011-11-04,74.1459,74.3882,71.2382,72.188,24700,60.1477
2011-11-03,70.899,74.3785,69.9782,73.8551,30500,61.5367
2011-11-02,72.2559,72.6339,71.025,71.6743,22500,59.7196
2011-11-01,72.4982,72.4982,70.269,71.8197,34000,59.8408
2011-10-31,75.4349,75.5997,73.6128,74.0974,22900,61.7386
2011-10-28,76.0843,76.8597,75.0763,75.5512,27800,62.9499
2011-10-27,74.6208,76.0843,74.4366,76.0843,60600,63.3941
2011-10-26,72.8859,74.5433,72.4788,73.2251,22600,61.0118
2011-10-25,73.0313,74.1653,71.9748,73.0797,26400,60.8906
2011-10-24,72.8277,73.6613,71.8585,73.3899,24000,61.1491
2011-10-21,70.4725,71.8197,69.7553,71.7228,11200,59.7601
2011-10-20,70.4628,70.6566,68.7182,70.269,19800,58.5487
2011-10-19,72.566,72.7889,70.5791,71.0928,29600,59.2351
2011-10-18,70.7051,72.3237,70.2399,72.3043,40300,60.2446
2011-10-17,73.0797,73.8454,70.6373,70.7827,82500,58.9768
2011-10-14,71.907,73.5159,71.8682,72.3043,20300,60.2446
2011-10-13,71.5968,72.5951,71.0637,71.8682,19900,59.8812
2011-10-12,70.0751,72.2074,69.2997,71.6259,40500,59.6793
2011-10-11,71.5193,71.5193,69.9394,70.395,26400,58.6537
2011-10-10,70.172,72.0523,69.6583,71.3836,21700,59.4774
2011-10-07,68.8636,70.9183,68.8151,69.2513,31600,57.7008
2011-10-06,66.4502,69.29,66.2757,68.9896,38600,57.4827
2011-10-05,64.4536,66.9057,63.969,66.5859,17800,55.4799
2011-10-04,63.4844,64.2113,62.3601,63.7751,35400,53.138
2011-10-03,64.3567,65.3841,63.7364,64.0174,19900,53.3398
2011-09-30,67.7974,67.7974,64.8994,65.8493,14700,54.8662
2011-09-29,66.3436,68.0591,65.9074,67.119,29900,55.9241
2011-09-28,66.6828,68.2723,65.9074,66.1013,23900,55.0762
2011-09-27,65.4228,67.749,65.4228,67.749,25700,56.449
2011-09-26,62.9416,65.3356,61.6235,64.1822,30700,53.4772
2011-09-23,64.3954,65.1224,60.8384,63.3875,37700,52.815
2011-09-22,65.4228,65.4228,63.4844,63.9011,30500,53.2429
2011-09-21,67.5551,68.0882,66.3339,66.9251,9700,55.7626
2011-09-20,66.1013,68.2433,65.7136,67.8653,22400,56.546
2011-09-19,67.3613,67.3613,65.7136,66.2079,30800,55.165
2011-09-16,67.8653,68.883,66.8476,67.749,37200,56.449
2011-09-15,65.4131,68.1367,65.4131,67.8265,52200,56.5136
2011-09-14,62.3988,66.0334,62.0693,65.9074,34000,54.9146
2011-09-13,63.2421,63.6201,61.3327,63.5328,43100,52.9361
2011-09-12,61.6719,62.9804,60.2375,62.5055,52500,52.0801
2011-09-09,64.7444,65.0836,62.5345,62.9998,38800,52.492
2011-09-08,66.6053,66.6634,64.4827,65.229,40500,54.3494
2011-09-07,65.103,66.8476,65.103,66.615,40100,55.5042
2011-09-06,63.0967,65.0061,62.835,64.4051,40700,53.6629
2011-09-05,67.0899,67.0899,63.4068,63.5813,62200,52.9765
2011-09-02,68.7182,69.164,67.2547,67.5551,25800,56.2875
2011-09-01,69.7747,69.9297,67.7296,69.3482,26000,57.7815
2011-08-31,68.4759,70.3271,68.3596,69.9297,24400,58.266
2011-08-30,68.8151,69.3579,67.3322,68.7085,30900,57.2485
2011-08-29,68.7182,69.135,68.0882,68.7376,30500,57.2728
2011-08-26,68.2723,68.3305,65.8105,68.1851,33300,56.8124
2011-08-25,69.2028,70.1042,66.2176,67.9913,43200,56.6509
2011-08-24,67.8459,69.9297,66.7119,69.0768,36300,57.5554
2011-08-23,67.2644,68.7085,65.8978,67.749,33600,56.449
2011-08-22,65.4228,67.9719,65.1708,66.6441,41200,55.5284
2011-08-19,67.3613,67.5648,64.6087,66.3921,68400,55.3185
2011-08-18,71.3157,71.3157,67.0511,67.5648,85700,56.2956
2011-08-17,71.81,73.3123,70.7439,71.1897,18400,59.3159
2011-08-16,72.4982,72.692,69.387,71.529,53700,59.5986
2011-08-15,72.9634,73.5546,72.0039,72.2559,63900,60.2042
2011-08-12,71.1897,72.6048,68.9896,72.2559,70100,60.2042
2011-08-11,70.5597,71.4708,66.7507,70.8796,108000,59.0575
2011-08-10,74.049,74.8728,67.4097,69.7843,195000,58.1449
2011-08-09,69.1059,72.5369,65.9074,71.4127,174200,59.5017
2011-08-08,71.529,73.8551,69.3482,69.3482,154300,57.7815
2011-08-05,69.7843,76.1037,69.7843,75.1732,268100,62.635
2011-08-04,79.3312,80.252,74.7759,75.59,106000,62.9822
2011-08-03,80.6881,81.0274,77.1699,79.0695,80900,65.8814
2011-08-02,83.0628,83.6055,81.1243,81.2212,53700,67.6742
2011-08-01,88.0058,88.345,82.0935,83.1597,63000,69.2894
2011-07-29,86.2709,87.1529,85.3889,86.0674,43000,71.7121
2011-07-28,85.3404,87.7926,85.0497,87.7926,60800,73.1495
2011-07-27,90.3804,91.1461,87.812,87.812,24500,73.1657
2011-07-26,90.6906,90.991,89.8376,90.5743,11900,75.4673
2011-07-25,89.4597,91.2043,89.1689,90.865,13300,75.7095
2011-07-22,91.0395,91.8827,90.1187,90.235,16100,75.1846
2011-07-21,89.6535,90.739,88.5486,90.6227,9800,75.5076
2011-07-20,90.7681,90.9232,88.8393,89.5566,11100,74.6193
2011-07-19,89.0235,90.7778,88.8781,90.3804,22100,75.3057
2011-07-18,89.9443,89.9443,88.2384,88.7424,17900,73.9409
2011-07-15,90.2835,90.2835,89.3434,90.0218,13000,75.0069
2011-07-14,90.7681,91.1849,89.702,89.9927,15300,74.9827
2011-07-13,90.4289,91.8827,89.9249,91.2043,7700,75.9922
2011-07-12,89.6729,90.3804,87.8895,90.1381,37100,75.1038
2011-07-11,91.1073,91.8537,89.9443,90.2835,21000,75.225
2011-07-08,92.8423,93.1912,91.3981,91.8343,18400,76.5171
2011-07-07,92.1735,92.8616,91.9409,92.755,35600,77.2843
2011-07-06,91.6889,92.503,91.5629,92.125,12200,76.7593
2011-07-05,91.495,92.0281,91.1558,91.8924,16300,76.5655
2011-07-01,91.592,92.4449,90.865,91.8343,27000,76.5171
2011-06-30,90.6227,92.2123,90.5743,91.6404,26800,76.3556
2011-06-29,88.5873,90.5258,88.345,90.5258,22300,75.4269
2011-06-28,89.8474,90.7197,86.1255,88.1997,51300,73.4887
2011-06-27,89.3143,90.2544,88.7327,89.9927,19000,74.9827
2011-06-24,89.3627,91.0589,89.3627,89.8474,30400,74.8616
2011-06-23,89.2173,89.6729,88.4517,88.9266,16600,74.0944
2011-06-22,90.6033,90.6227,89.1107,89.9927,30200,74.9827
2011-06-21,88.7327,90.6033,88.7327,90.235,25400,75.1846
2011-06-20,88.7812,89.4597,87.686,88.6843,11800,73.8925
2011-06-17,87.7635,89.5857,86.8718,89.2658,34100,74.377
2011-06-16,87.4727,88.0834,86.455,87.6181,36300,73.0042
2011-06-15,88.5389,89.1689,87.5212,87.715,26000,73.0849
2011-06-14,86.7943,88.975,86.7943,88.5873,12000,73.8117
2011-06-13,86.8912,87.2498,86.30,86.6877,9200,72.2289
2011-06-10,87.715,88.4904,86.3969,86.6489,22100,72.1966
2011-06-09,86.6586,88.723,86.6489,88.3935,12900,73.6502
2011-06-08,87.3758,87.4534,86.329,86.5326,18900,72.0997
2011-06-07,87.2304,88.3354,87.2304,87.715,11200,73.0849
2011-06-06,88.19,88.345,87.1335,87.1335,18800,72.6004
2011-06-03,87.6181,88.9169,87.5891,88.442,28300,73.6906
2011-06-02,87.715,88.1027,87.1335,87.3467,19100,72.778
2011-06-01,90.5743,90.7681,87.9089,88.0543,22300,73.3676
2011-05-31,88.4904,90.8166,88.4904,90.0897,28500,75.0635
2011-05-30,87.4243,88.1318,87.4243,87.6666,8600,73.0446
2011-05-27,88.0058,88.0058,86.8621,87.0366,8200,72.5196
