Fecha		Ap	Pb   ENSO
16/08/2001       134.19              70.75455041         0
17/08/2001       124.36              78.70236906         0
18/08/2001       134.64              72.23722374         0
19/08/2001       145.35              55.18648047         0
20/08/2001       138.17              55.10027853         0
21/08/2001       153.12              67.08234787         0
22/08/2001       138.65              77.23693612         0
23/08/2001       109.07              75.25429155         0
24/08/2001        92.68              74.32331063         0
25/08/2001        125.2              64.06528005         0
26/08/2001        96.91               65.0997033         0
27/08/2001        89.76              66.23756888         0
28/08/2001       110.54              65.85828035         0
29/08/2001       118.11              67.35819407         0
30/08/2001        80.52               67.5823191         0
31/08/2001        67.62              69.84080987         0
01/09/2001        75.89              74.62114027      -0.1
02/09/2001       135.01              82.91810407      -0.1
03/09/2001       101.03              90.56230468      -0.1
04/09/2001       120.04              90.09849925      -0.1
05/09/2001       203.17              100.3537526      -0.1
06/09/2001       182.85              102.0200166      -0.1
07/09/2001       130.81              79.05305882      -0.1
08/09/2001       133.27              74.48371644      -0.1
09/09/2001       108.17              64.57202262      -0.1
10/09/2001       106.52              82.47147662      -0.1
11/09/2001        96.06              89.27395626      -0.1
12/09/2001       126.34              74.39782655      -0.1
13/09/2001       126.12              73.59046154      -0.1
14/09/2001       214.28               69.8800181      -0.1
15/09/2001       140.78              65.17325189      -0.1
16/09/2001       116.29              65.07018401      -0.1
17/09/2001       114.35              71.94137557      -0.1
18/09/2001       103.26              79.82606787      -0.1
19/09/2001       117.71              75.87513273      -0.1
20/09/2001       114.34              83.96596078      -0.1
21/09/2001        92.39              86.18192006      -0.1
22/09/2001       105.18              77.62728658      -0.1
23/09/2001       138.07              69.62234842      -0.1
24/09/2001       134.72              80.92545852      -0.1
25/09/2001        92.87              80.85674661      -0.1
26/09/2001        80.25               75.1708356      -0.1
27/09/2001       107.24              79.19048265      -0.1
28/09/2001       121.61              72.28493514      -0.1
29/09/2001         98.7              70.91069683      -0.1
30/09/2001       106.22              70.84198492      -0.1
01/10/2001         81.5              70.34331928      -0.2
02/10/2001        77.04              79.49840885      -0.2
03/10/2001        96.96              79.80700738      -0.2
04/10/2001        84.09              87.67626976      -0.2
05/10/2001         91.3              84.81316122      -0.2
06/10/2001        92.41              78.31544784      -0.2
07/10/2001        92.78              80.13275026      -0.2
08/10/2001        77.52              83.23587987      -0.2
09/10/2001        78.18              78.81263435      -0.2
10/10/2001       108.06              78.79548999      -0.2
11/10/2001         99.9              80.28704953      -0.2
12/10/2001        73.44              82.89299262      -0.2
13/10/2001         76.9              84.84744995      -0.2
14/10/2001        69.28              75.43519494      -0.2
15/10/2001        75.44              78.50403583      -0.2
16/10/2001       132.99              85.15604847      -0.2
17/10/2001       116.33              87.98486828      -0.2
18/10/2001       110.57              78.09257113      -0.2
19/10/2001        104.1              77.85255005      -0.2
20/10/2001        97.55              82.15578504      -0.2
21/10/2001       130.68              79.08694415      -0.2
22/10/2001       150.87              94.80832455      -0.2
23/10/2001       109.32              92.33953635      -0.2
24/10/2001       141.76              89.99075869      -0.2
25/10/2001        85.06              64.46280295      -0.2
26/10/2001        86.18              74.56083246      -0.2
27/10/2001        83.56              78.22972603      -0.2
28/10/2001        78.09              66.89730242      -0.2
29/10/2001        93.72              91.87663857      -0.2
30/10/2001       140.01              77.45822972      -0.2
31/10/2001       177.99              84.00737619      -0.2
01/11/2001       180.04              85.70008421      -0.3
02/11/2001       165.63              85.13491579      -0.3
03/11/2001       175.76              68.67652632      -0.3
04/11/2001       124.96              58.12671579      -0.3
05/11/2001       126.54              65.42252632      -0.3
06/11/2001       151.55              69.94387368      -0.3
07/11/2001       104.57              80.33954737      -0.3
08/11/2001       113.41              78.40427368      -0.3
09/11/2001       121.03              59.32555789      -0.3
10/11/2001        97.06              80.73345263      -0.3
11/11/2001        105.4              65.88493684      -0.3
12/11/2001        129.7              76.12647368      -0.3
13/11/2001       121.15              69.13893684      -0.3
14/11/2001       143.27              70.11513684      -0.3
15/11/2001       110.36              64.17230526      -0.3
16/11/2001       104.19                    65.08      -0.3
17/11/2001       106.26              66.22746316      -0.3
18/11/2001       113.66              59.89072632      -0.3
19/11/2001       114.33              68.05997895      -0.3
20/11/2001       111.89              71.53662105      -0.3
21/11/2001       150.66              62.97346316      -0.3
22/11/2001       108.97              61.89450526      -0.3
23/11/2001        94.62              64.39494737      -0.3
24/11/2001        90.11              62.90495789      -0.3
25/11/2001        82.82              53.81088421      -0.3
26/11/2001        87.82              72.80396842      -0.3
27/11/2001       147.84              68.35112632      -0.3
28/11/2001       141.03              53.70812632      -0.3
29/11/2001       120.05              58.45211579      -0.3
30/11/2001       107.51              53.07445263      -0.3
01/12/2001       141.35              52.03815525      -0.3
02/12/2001       133.13              56.49271692      -0.3
03/12/2001       126.88              58.26771467      -0.3
04/12/2001       104.89              59.95737599      -0.3
05/12/2001        89.83              54.87132474      -0.3
06/12/2001        91.42              56.86819721      -0.3
07/12/2001        91.11              59.32588641      -0.3
08/12/2001       100.02              56.90233178      -0.3
09/12/2001        111.7              59.53069384      -0.3
10/12/2001       115.42              68.98597033      -0.3
11/12/2001       101.48              68.06433688      -0.3
12/12/2001        92.09              75.71048104      -0.3
13/12/2001       114.21               74.4133673      -0.3
14/12/2001        88.05              75.91528848      -0.3
15/12/2001        89.43              68.83236475      -0.3
16/12/2001       100.64              72.72370598      -0.3
17/12/2001       141.84              71.69966881      -0.3
18/12/2001        122.1              66.90376143      -0.3
19/12/2001       125.05              63.35376592      -0.3
20/12/2001        107.8              57.94343624      -0.3
21/12/2001       121.84                53.693682      -0.3
22/12/2001       101.29              53.14752885      -0.3
23/12/2001        92.94              58.88213697      -0.3
24/12/2001       119.45              53.83022029      -0.3
25/12/2001       106.46               54.3081043      -0.3
26/12/2001       122.03                53.813153      -0.3
27/12/2001       129.79              52.89151956      -0.3
28/12/2001        88.66              51.95281882      -0.3
29/12/2001       109.81              50.55330136      -0.3
30/12/2001        91.72               51.7309441      -0.3
31/12/2001        80.52              50.77517608      -0.3
01/01/2002        67.91              53.99869313      -0.2
02/01/2002        63.98              50.44280553      -0.2
03/01/2002        58.57              50.84919269      -0.2
04/01/2002        56.89              51.15398305      -0.2
05/01/2002        58.44              53.28751561      -0.2
06/01/2002        55.15              55.45491377      -0.2
07/01/2002        60.25              58.51975022      -0.2
08/01/2002        61.31               60.5008876      -0.2
09/01/2002        66.82                60.467022      -0.2
10/01/2002        58.94              59.01080137      -0.2
11/01/2002        54.34              59.56958371      -0.2
12/01/2002        48.97               60.5008876      -0.2
13/01/2002        59.11              63.80278323      -0.2
14/01/2002        95.86              65.36060065      -0.2
15/01/2002        68.04              67.02001487      -0.2
16/01/2002        48.59              69.49220339      -0.2
17/01/2002        49.24              67.29093964      -0.2
18/01/2002        46.71              64.61555754      -0.2
19/01/2002        45.78              64.80181832      -0.2
20/01/2002        44.73              67.42640202      -0.2
21/01/2002        49.97              68.78102587      -0.2
22/01/2002        56.15              70.67749926      -0.2
23/01/2002        41.36              73.31901576      -0.2
24/01/2002         46.7              79.14389831      -0.2
25/01/2002        43.26              85.69689117      -0.2
26/01/2002        54.31              68.66249628      -0.2
27/01/2002        52.68              75.01229557      -0.2
28/01/2002        54.48              94.45114778      -0.2
29/01/2002        48.14              73.62380613      -0.2
30/01/2002        52.65              77.07809694      -0.2
31/01/2002        50.29              74.94456438      -0.2
01/02/2002        58.74              81.06573484         0
02/02/2002        50.12              84.05887975         0
03/02/2002         65.8              92.18551901         0
04/02/2002        53.04              94.57669065         0
05/02/2002        51.98              85.74774923         0
06/02/2002        47.96              85.14577595         0
07/02/2002        70.15               89.1087667         0
08/02/2002        61.53              90.09533402         0
09/02/2002        57.65              90.83107914         0
10/02/2002        60.94              93.67373073         0
11/02/2002        54.03              94.37603289         0
12/02/2002        43.72              94.69374101         0
13/02/2002        41.61              95.47965057         0
14/02/2002        37.77              89.54352518         0
15/02/2002        37.15              87.90482014         0
16/02/2002        32.18              86.55038027         0
17/02/2002        44.22              87.48678314         0
18/02/2002        33.49              92.60355601         0
19/02/2002        35.52              91.83436793         0
20/02/2002        31.72               87.9382631         0
21/02/2002        34.11               98.2888592         0
22/02/2002        60.65              98.50623844         0
23/02/2002        47.05              131.5646043         0
24/02/2002           36              101.1315108         0
25/02/2002        32.17              108.4722405         0
26/02/2002        34.05              100.1783864         0
27/02/2002        36.44              100.8472456         0
28/02/2002           35              154.3559815         0
01/03/2002        33.74              86.07752734       0.1
02/03/2002        31.32              90.61054527       0.1
03/03/2002        39.81              94.31334014       0.1
04/03/2002        30.03              86.37640764       0.1
05/03/2002        44.22              113.1594037       0.1
06/03/2002        32.12              88.38554746       0.1
07/03/2002        32.07              87.10700394       0.1
08/03/2002        34.97              77.79190115       0.1
09/03/2002        30.71              85.41334888       0.1
10/03/2002        25.25              72.07996647       0.1
11/03/2002        48.63               83.8193206       0.1
12/03/2002       109.26              85.54618458       0.1
13/03/2002        46.83              81.95962094       0.1
14/03/2002        57.45              84.56652136       0.1
15/03/2002        54.57              117.3437279       0.1
16/03/2002        53.44              107.9123939       0.1
17/03/2002        60.46              99.75960344       0.1
18/03/2002        56.46              110.5857122       0.1
19/03/2002       103.09              98.46445546       0.1
20/03/2002           94              103.5786295       0.1
21/03/2002       200.25              104.8073597       0.1
22/03/2002       129.91              101.8849745       0.1
23/03/2002       122.66              98.31501531       0.1
24/03/2002        103.8               75.3676498       0.1
25/03/2002        97.88              75.84917918       0.1
26/03/2002        61.96              72.22940662       0.1
27/03/2002           89              60.80553725       0.1
28/03/2002        62.36              62.73165476       0.1
29/03/2002        76.93              63.54527336       0.1
30/03/2002        72.78               100.390573       0.1
31/03/2002        63.42              89.53125529       0.1
01/04/2002         79.2               97.0746894       0.3
02/04/2002       127.77              104.8242112       0.3
03/04/2002        73.62              101.6816238       0.3
04/04/2002        73.65              106.6834383       0.3
05/04/2002         85.5              99.59204999       0.3
06/04/2002        59.74              92.58292834       0.3
07/04/2002        94.05              86.38002023       0.3
08/04/2002        86.54              74.27036406       0.3
09/04/2002       142.04              59.18265386       0.3
10/04/2002       152.33              61.00897428       0.3
11/04/2002       108.06              79.61769864       0.3
12/04/2002        96.27              77.98881826       0.3
13/04/2002          141              71.96689685       0.3
14/04/2002       128.89              62.09489454       0.3
15/04/2002       117.32              82.66156602       0.3
16/04/2002       133.22              88.43668737       0.3
17/04/2002       142.85              98.81874314       0.3
18/04/2002       164.01              88.56831407       0.3
19/04/2002       129.45              85.22828662       0.3
20/04/2002       132.91              85.75479341       0.3
21/04/2002       180.79              65.30329529       0.3
22/04/2002       122.93              87.26850043       0.3
23/04/2002       166.32              81.31239237       0.3
24/04/2002        128.8              88.76575412       0.3
25/04/2002       252.96              76.49156458       0.3
26/04/2002       197.86              74.91204421       0.3
27/04/2002       200.03              60.48246749       0.3
28/04/2002       173.91              57.09308003       0.3
29/04/2002       165.18               68.8901228       0.3
30/04/2002       144.37              69.61406963       0.3
01/05/2002       142.38              66.21093207       0.5
02/05/2002       158.11              67.12689358       0.5
03/05/2002       122.52              60.99322275       0.5
04/05/2002       133.33              61.48391642       0.5
05/05/2002        99.75              59.16129973       0.5
06/05/2002        82.44              63.20134425       0.5
07/05/2002       101.45              74.19288238       0.5
08/05/2002        89.55               78.8217593       0.5
09/05/2002        77.52              79.00168031       0.5
10/05/2002       106.96              69.79299584       0.5
11/05/2002        98.07              60.17539997       0.5
12/05/2002        90.09              63.54482981       0.5
13/05/2002       341.89              70.65988798       0.5
14/05/2002       163.58              72.73715783       0.5
15/05/2002        138.6              67.94471636       0.5
16/05/2002       176.08              70.52903633       0.5
17/05/2002       211.19              66.55441764       0.5
18/05/2002       223.76              69.59671837       0.5
19/05/2002       154.35              65.88380296       0.5
20/05/2002       124.35              69.82570875       0.5
21/05/2002       112.15              66.47263536       0.5
22/05/2002       115.43              63.23405716       0.5
23/05/2002       132.63              55.75915697       0.5
24/05/2002       119.04              52.42244004       0.5
25/05/2002        161.4              54.07444205       0.5
26/05/2002       176.93               52.7332127       0.5
27/05/2002       212.22               54.2052937       0.5
28/05/2002       198.54              60.15904352       0.5
29/05/2002       209.32              68.87703432       0.5
30/05/2002       212.01              64.47714778       0.5
31/05/2002       283.45               60.5679549       0.5
01/06/2002       194.18              54.13561562       0.7
02/06/2002       254.58              55.95967968       0.7
03/06/2002       168.22              53.48416416       0.7
04/06/2002       179.77              54.77078078       0.7
05/06/2002       189.82              63.15821822       0.7
06/06/2002       219.67              61.38301301       0.7
07/06/2002        311.5              52.14868869       0.7
08/06/2002       221.25               52.0183984       0.7
09/06/2002       330.51              51.93696697       0.7
10/06/2002       272.51              54.54277277       0.7
11/06/2002       348.59              60.24297297       0.7
12/06/2002       193.63              62.78363363       0.7
13/06/2002       211.16              57.42544545       0.7
14/06/2002       148.31               56.0573974       0.7
15/06/2002       137.84              56.48084084       0.7
16/06/2002       143.98              57.66973974       0.7
17/06/2002       145.35              60.22668669       0.7
18/06/2002       150.56              59.18436436       0.7
19/06/2002       144.87               59.2657958       0.7
20/06/2002       172.94              61.44815816       0.7
21/06/2002        176.7              61.17129129       0.7
22/06/2002          307              56.35055055       0.7
23/06/2002       214.09              54.55905906       0.7
24/06/2002        241.9              60.11268268       0.7
25/06/2002       289.37              60.60127127       0.7
26/06/2002       228.43              61.79017017       0.7
27/06/2002       171.69              57.76745746       0.7
28/06/2002       177.16              55.89453453       0.7
29/06/2002       220.27               55.4548048       0.7
30/06/2002       230.91              55.55252252       0.7
01/07/2002       218.27              60.90200172       0.8
02/07/2002       302.83              62.95378038       0.8
03/07/2002       174.65              63.97966972       0.8
04/07/2002       151.61               60.5600386       0.8
05/07/2002       177.88              63.34459537       0.8
06/07/2002       203.65              62.33498999       0.8
07/07/2002       159.14              61.32538462       0.8
08/07/2002       143.89              62.28613812       0.8
09/07/2002       124.15              63.80054618       0.8
10/07/2002       161.07              61.50450815       0.8
11/07/2002       172.95              65.67320132       0.8
12/07/2002       125.82              68.53917787       0.8
13/07/2002       107.45              67.69241207       0.8
14/07/2002       107.43              66.71537461       0.8
15/07/2002       106.26              68.06694309       0.8
16/07/2002       144.97              71.43772233       0.8
17/07/2002       148.79              72.57759937       0.8
18/07/2002       146.01              72.98469831       0.8
19/07/2002       162.65              73.00098227       0.8
20/07/2002       165.52              71.71454961       0.8
21/07/2002       181.38              71.66569774       0.8
22/07/2002       105.06              72.54503146       0.8
23/07/2002       103.78               74.4502545       0.8
24/07/2002       130.59              71.56799399       0.8
25/07/2002       178.08              72.59388333       0.8
26/07/2002       114.89              73.39179725       0.8
27/07/2002        97.38              72.98469831       0.8
28/07/2002       107.81              73.83146411       0.8
29/07/2002       179.25               75.0690449       0.8
30/07/2002       130.52              78.70036746       0.8
31/07/2002       214.29              76.22520589       0.8
01/08/2002       136.23              75.59589059       0.8
02/08/2002       115.56              77.72695615       0.8
03/08/2002       121.17              75.43321383       0.8
04/08/2002       100.94              76.03511784       0.8
05/08/2002       170.74              79.43506213       0.8
06/08/2002       104.32              77.48294101       0.8
07/08/2002       156.91              76.24659763       0.8
08/08/2002       117.76              77.15758749       0.8
09/08/2002       278.15               74.7011684       0.8
10/08/2002       160.56               71.5777746       0.8
11/08/2002       130.35              70.68305242       0.8
12/08/2002       113.66              74.34327953       0.8
13/08/2002       121.78               74.2294058       0.8
14/08/2002       153.66              72.27728467       0.8
15/08/2002       282.97               74.2944765       0.8
16/08/2002       260.08              71.69164834       0.8
17/08/2002        199.7              74.11553207       0.8
18/08/2002       171.41              70.19502214       0.8
19/08/2002       120.25              71.39883017       0.8
20/08/2002       176.41              76.10018854       0.8
21/08/2002       129.53              73.96912298       0.8
22/08/2002       114.58              74.86384516       0.8
23/08/2002       152.34              72.48876446       0.8
24/08/2002       109.46              72.60263819       0.8
25/08/2002       101.56               71.8543251       0.8
26/08/2002       106.26              72.43996143       0.8
27/08/2002       114.56              72.39115841       0.8
28/08/2002       115.42              72.03326953       0.8
29/08/2002       145.29               73.4810927       0.8
30/08/2002        99.69              73.36721897       0.8
31/08/2002       121.86               73.4810927       0.8
01/09/2002       124.25              73.93286223       0.9
02/09/2002        193.1              73.68971534       0.9
03/09/2002        132.2              77.59627526       0.9
04/09/2002       139.28              73.23584116       0.9
05/09/2002       114.17              71.92284799       0.9
06/09/2002        95.81              71.77695986       0.9
07/09/2002       116.77              72.68470823       0.9
08/09/2002        79.05               73.5762468       0.9
09/09/2002        73.68              75.82940791       0.9
10/09/2002        98.61              77.15861087       0.9
11/09/2002        94.49              81.01654142       0.9
12/09/2002        68.73              78.74717051       0.9
13/09/2002        93.06              80.96791204       0.9
14/09/2002        88.42              81.16242955       0.9
15/09/2002       126.62              80.61129661       0.9
16/09/2002       130.91              81.01654142       0.9
17/09/2002        92.87              81.51904498       0.9
18/09/2002        98.46              77.75837319       0.9
19/09/2002       100.05              77.06135212       0.9
20/09/2002        73.95              75.68351978       0.9
21/09/2002         79.7              77.62869485       0.9
22/09/2002        58.58              77.66111443       0.9
23/09/2002        66.33              88.44062625       0.9
24/09/2002        56.19              81.74598207       0.9
25/09/2002        97.95              87.04658412       0.9
26/09/2002       116.34              88.99175918       0.9
27/09/2002        93.73               87.0790037       0.9
28/09/2002       202.18              88.61893396       0.9
29/09/2002       112.27              86.20367492       0.9
30/09/2002        92.55              87.88949331       0.9
01/10/2002         80.3               82.4114874       1.2
02/10/2002        66.22              83.50751344       1.2
03/10/2002        76.99              86.42487688       1.2
04/10/2002         54.2                86.489349       1.2
05/10/2002        73.28              88.02056185       1.2
06/10/2002        87.68              87.79490943       1.2
07/10/2002        79.96                89.712955       1.2
08/10/2002        71.54              92.30795783       1.2
09/10/2002        74.03              93.83917068       1.2
10/10/2002        62.16              95.53156383       1.2
11/10/2002        88.51               97.1272488       1.2
12/10/2002        62.72              99.57718936       1.2
13/10/2002        62.99              101.0922842       1.2
14/10/2002         56.1              103.4616346       1.2
15/10/2002        63.82              104.7027229       1.2
16/10/2002        58.66              102.8652675       1.2
17/10/2002        91.33              95.12861308       1.2
18/10/2002        84.61              101.3985267       1.2
19/10/2002        75.19              106.4112341       1.2
20/10/2002           83              105.0412015       1.2
21/10/2002        83.05              105.6053326       1.2
22/10/2002        82.44               104.751077       1.2
23/10/2002        80.06              105.1056736       1.2
24/10/2002       109.32              105.9921653       1.2
25/10/2002       107.92              105.1056736       1.2
26/10/2002       104.74              104.6543688       1.2
27/10/2002       185.38               105.315208       1.2
28/10/2002       157.28              100.0929663       1.2
29/10/2002       210.54               98.5778715       1.2
30/10/2002       214.04              88.27845033       1.2
31/10/2002       151.67              84.39400509       1.2
01/11/2002       127.91              86.04133567       1.3
02/11/2002       125.14              83.91389607       1.3
03/11/2002       114.15              80.21886938       1.3
04/11/2002       126.12              80.76272612       1.3
05/11/2002       114.08               81.6264986       1.3
06/11/2002       102.73               81.3865618       1.3
07/11/2002       163.22              85.57745787       1.3
08/11/2002       190.89              79.14715169       1.3
09/11/2002        127.2              76.65180899       1.3
10/11/2002       102.18              76.37988062       1.3
11/11/2002       118.37              78.82723596       1.3
12/11/2002        92.98               76.5238427       1.3
13/11/2002        92.93               81.7384691       1.3
14/11/2002        89.48              84.07385393       1.3
15/11/2002        82.12               83.7539382       1.3
16/11/2002        82.41              87.01707865       1.3
17/11/2002        85.77               87.1930323       1.3
18/11/2002        83.17              87.40097753       1.3
19/11/2002        79.96               86.2492809       1.3
20/11/2002        62.12              87.11305337       1.3
21/11/2002        70.13              89.38445506       1.3
22/11/2002        64.13              87.96083006       1.3
23/11/2002        62.08              85.12957584       1.3
24/11/2002        80.33              86.16930197       1.3
25/11/2002        65.48              86.93709972       1.3
26/11/2002         64.2              92.82354916       1.3
27/11/2002        81.31              90.60013483       1.3
28/11/2002        72.82              95.41486657       1.3
29/11/2002        64.13              90.12026124       1.3
30/11/2002        59.93              95.71878652       1.3
01/12/2002        71.22              100.8101961       1.3
02/12/2002         58.6               103.298549       1.3
03/12/2002        63.05              102.0543725       1.3
04/12/2002        52.46              104.0322941       1.3
05/12/2002        66.22              106.5046961       1.3
06/12/2002        68.71              109.1047059       1.3
07/12/2002        56.84              107.9881373       1.3
08/12/2002        63.25              108.0997941       1.3
09/12/2002        67.49              109.7108431       1.3
10/12/2002        69.89              108.8335392       1.3
11/12/2002        64.15               105.723098       1.3
12/12/2002        56.64              105.1967157       1.3
13/12/2002        73.97               108.227402       1.3
14/12/2002        73.42              105.2445686       1.3
15/12/2002       113.47              105.8507059       1.3
16/12/2002       104.97              104.8298431       1.3
17/12/2002       139.94              99.78933333       1.3
18/12/2002       144.51              100.9218529       1.3
19/12/2002        95.36              97.97092157       1.3
20/12/2002        91.71              102.8040686       1.3
21/12/2002        85.81              100.7942451       1.3
22/12/2002        71.86              99.99669608       1.3
23/12/2002        60.42              98.95988235       1.3
24/12/2002        60.37              99.66172549       1.3
25/12/2002        48.55              98.30589216       1.3
26/12/2002        58.35              97.42858824       1.3
27/12/2002        66.44              97.60404902       1.3
28/12/2002        53.56              97.26907843       1.3
29/12/2002        59.06              97.06171569       1.3
30/12/2002        51.72              94.25434314       1.3
31/12/2002        51.86              95.53042157       1.3
01/01/2003        45.52              95.39450367       1.1
02/01/2003        46.24              98.76878859       1.1
03/01/2003        43.36               100.660911       1.1
04/01/2003        39.06              100.3455572       1.1
05/01/2003        39.98              100.5347695       1.1
06/01/2003        42.01              100.9447293       1.1
07/01/2003        38.87              104.0036605       1.1
08/01/2003        35.61              102.1430735       1.1
09/01/2003        35.55              105.8642475       1.1
10/01/2003        33.64              106.3057428       1.1
11/01/2003        35.18              104.7605095       1.1
12/01/2003        33.24              106.1796013       1.1
13/01/2003        36.46              106.0061567       1.1
14/01/2003        35.17              104.3663173       1.1
15/01/2003        37.26              106.5737934       1.1
16/01/2003        38.37              104.9970248       1.1
17/01/2003        35.11              109.7430984       1.1
18/01/2003        39.92              111.3829378       1.1
19/01/2003        52.13               115.703284       1.1
20/01/2003        51.72              115.5140717       1.1
21/01/2003        37.34              116.6808805       1.1
22/01/2003        34.32              116.8385574       1.1
23/01/2003        32.32              116.0186377       1.1
24/01/2003        34.66               115.703284       1.1
25/01/2003        35.13              115.6875163       1.1
26/01/2003        32.58              114.7572228       1.1
27/01/2003        34.95              115.5613748       1.1
28/01/2003        35.13              117.8949924       1.1
29/01/2003        28.82              116.3970622       1.1
30/01/2003         35.7               118.415326       1.1
31/01/2003        37.57               119.676741       1.1
01/02/2003        37.61              120.5949151       0.8
02/02/2003         36.1              119.9244236       0.8
03/02/2003        31.84              118.7393688       0.8
04/02/2003        28.67              120.4545797       0.8
05/02/2003        30.17              118.7861473       0.8
06/02/2003        48.32              119.3942675       0.8
07/02/2003        32.27              118.6458119       0.8
08/02/2003        64.89              118.5990334       0.8
09/02/2003        47.44              115.9170674       0.8
10/02/2003        51.16               113.983557       0.8
11/02/2003        47.82              112.4086815       0.8
12/02/2003        43.35              111.6602259       0.8
13/02/2003        44.42              112.3307174       0.8
14/02/2003        49.12              97.95413198       0.8
15/02/2003        48.83               106.997971       0.8
16/02/2003        35.03              106.2183297       0.8
17/02/2003        48.71              108.8223316       0.8
18/02/2003        52.17              106.3274795       0.8
19/02/2003        43.87              105.8752875       0.8
20/02/2003         38.8              107.0603423       0.8
21/02/2003        32.17              112.2995318       0.8
22/02/2003        28.84              109.4460446       0.8
23/02/2003        32.11              109.6955298       0.8
24/02/2003        39.76              114.3265991       0.8
25/02/2003           38              112.4398672       0.8
26/02/2003        63.82               107.886762       0.8
27/02/2003        45.67              110.6778779       0.8
28/02/2003        44.18              110.5843209       0.8
01/03/2003         41.7              109.1522995       0.4
02/03/2003        40.13              109.7078604       0.4
03/03/2003        44.58              105.5411531       0.4
04/03/2003        33.62              106.5905461       0.4
05/03/2003        37.51              103.9516314       0.4
06/03/2003        31.31              109.9393442       0.4
07/03/2003        32.92              106.0504173       0.4
08/03/2003        32.25              111.0658984       0.4
09/03/2003        26.45              108.9825447       0.4
10/03/2003        37.13              115.2634702       0.4
11/03/2003        37.73              115.0319864       0.4
12/03/2003        31.68              120.3561125       0.4
13/03/2003        45.11              122.5783564       0.4
14/03/2003        52.13              124.0752846       0.4
15/03/2003        57.21              132.8870989       0.4
16/03/2003        46.31              133.1185827       0.4
17/03/2003        81.04              126.1123415       0.4
18/03/2003        79.35              129.7852168       0.4
19/03/2003        77.46              129.8469458       0.4
20/03/2003        72.48              118.8900488       0.4
21/03/2003        96.33              126.4827154       0.4
22/03/2003        88.28              123.3036721       0.4
23/03/2003        76.49              120.8499444       0.4
24/03/2003        63.37              121.2203184       0.4
25/03/2003           66              120.7110542       0.4
26/03/2003        80.46              123.8592331       0.4
27/03/2003        88.68              121.3746409       0.4
28/03/2003       119.56              121.6061247       0.4
29/03/2003       142.05              120.5875962       0.4
30/03/2003       101.95              121.0196992       0.4
31/03/2003        91.89              128.0105081       0.4
01/04/2003        77.81              124.6611105         0
02/04/2003         67.2              121.4877522         0
03/04/2003        50.96              128.6278084         0
04/04/2003        88.31               125.881633         0
05/04/2003        66.13              129.1160174         0
06/04/2003        68.35              124.9509846         0
07/04/2003        51.53               125.423937         0
08/04/2003        60.24              126.5681768         0
09/04/2003        63.73              128.4752431         0
10/04/2003         69.7              132.5334802         0
11/04/2003        70.69              131.3282143         0
12/04/2003       132.44              135.5542733         0
13/04/2003       136.89              134.5320857         0
14/04/2003        220.6              122.4641701         0
15/04/2003       245.28              117.7193891         0
16/04/2003       165.48              121.4572391         0
17/04/2003       138.33              117.2311802         0
18/04/2003       124.37              119.7027381         0
19/04/2003       145.72               121.884422         0
20/04/2003       122.29              122.0217307         0
21/04/2003       163.11              120.5113342         0
22/04/2003       164.49              121.4877522         0
23/04/2003       165.24              118.6805506         0
24/04/2003        140.4              113.7679478         0
25/04/2003       151.78              112.2575512         0
26/04/2003       139.96              116.3310449         0
27/04/2003       205.41              115.1715486         0
28/04/2003       137.67              114.8206484         0
29/04/2003       150.62              115.3698835         0
30/04/2003       111.46              114.0273088         0
01/05/2003          117              116.1826796      -0.2
02/05/2003        94.84              118.4449927      -0.2
03/05/2003        101.1              120.4795561      -0.2
04/05/2003       115.62              120.5554726      -0.2
05/05/2003       114.95               118.854942      -0.2
06/05/2003       106.12               119.052325      -0.2
07/05/2003       133.78              116.8659285      -0.2
08/05/2003       125.24              118.9764085      -0.2
09/05/2003       183.95              117.4428943      -0.2
10/05/2003       149.11              123.0607186      -0.2
11/05/2003       160.26              120.4188228      -0.2
12/05/2003       194.73              118.4449927      -0.2
13/05/2003       273.64              120.2669897      -0.2
14/05/2003        188.1              113.7381669      -0.2
15/05/2003        190.8              112.5690521      -0.2
16/05/2003       176.55              111.0962712      -0.2
17/05/2003       181.13              109.7297734      -0.2
18/05/2003       405.96               107.497827      -0.2
19/05/2003       265.12              104.2789655      -0.2
20/05/2003       198.05              101.2271204      -0.2
21/05/2003       171.18              97.56794294      -0.2
22/05/2003       177.09              95.41191308      -0.2
23/05/2003       152.09              89.14120651      -0.2
24/05/2003       183.18              92.77001733      -0.2
25/05/2003       221.35              89.96110519      -0.2
26/05/2003       165.13              82.24798427      -0.2
27/05/2003       135.78              80.45635382      -0.2
28/05/2003       116.71               91.3579696      -0.2
29/05/2003       130.06              78.28514065      -0.2
30/05/2003       183.52              79.27205573      -0.2
31/05/2003       143.23               86.3930276      -0.2
01/06/2003       130.73              83.64390289      -0.1
02/06/2003       140.91              85.75550887      -0.1
03/06/2003       156.21              83.87177404      -0.1
04/06/2003       124.22              89.37106443      -0.1
05/06/2003       137.92              86.97082166      -0.1
06/06/2003       142.53              99.51892624      -0.1
07/06/2003       168.55              104.6384314      -0.1
08/06/2003       110.88              108.3907096      -0.1
09/06/2003       100.06              103.0737162      -0.1
10/06/2003        87.43              101.6305322      -0.1
11/06/2003       162.09              100.2633053      -0.1
